"","ID","Question","Response","value"
"2975","4219","Q18post","it has half the density of the original block",0
"2976","4224","Q18post","it has the same density as the original block",1
"2977","4229","Q18post","it has twice the density of the original block",0
"2978","4230","Q18post","it has the same density as the original block",1
"2979","4232","Q18post","it has the same density as the original block",1
"2980","4235","Q18post","it has the same density as the original block",1
"2981","4236","Q18post","it has the same density as the original block",1
"2982","4240","Q18post","it has the same density as the original block",1
"2983","4241","Q18post","it has the same density as the original block",1
"2984","4242","Q18post","it has half the density of the original block",0
"2985","4243","Q18post","it has the same density as the original block",1
"2986","4244","Q18post","it has the same density as the original block",1
"2987","4245","Q18post","it has the same density as the original block",1
"2988","4246","Q18post","it has the same density as the original block",1
"2989","4247","Q18post","it has the same density as the original block",1
"2990","4248","Q18post","it has the same density as the original block",1
"2991","4249","Q18post","it has the same density as the original block",1
"2992","4250","Q18post","it has the same density as the original block",1
"2993","4251","Q18post","it has twice the density of the original block",0
"2994","4254","Q18post","it has the same density as the original block",1
"2995","4257","Q18post","it has the same density as the original block",1
"2996","4258","Q18post","it has half the density of the original block",0
"2997","4259","Q18post","it has the same density as the original block",1
"2998","4260","Q18post","it has half the density of the original block",0
"2999","4261","Q18post","it has the same density as the original block",1
"3000","4262","Q18post","it has twice the density of the original block",0
"3001","4264","Q18post","it has the same density as the original block",1
"3002","4267","Q18post","it has the same density as the original block",1
"3003","4268","Q18post","it has half the density of the original block",0
"3004","4269","Q18post","it has half the density of the original block",0
"3005","4271","Q18post","it has the same density as the original block",1
"3006","4272","Q18post","it has the same density as the original block",1
"3007","4273","Q18post","it has the same density as the original block",1
"3008","4274","Q18post","it has the same density as the original block",1
"3009","4275","Q18post","it has the same density as the original block",1
"3010","4276","Q18post","it has the same density as the original block",1
"3011","4277","Q18post","it has the same density as the original block",1
"3012","4278","Q18post","it has the same density as the original block",1
"3013","4279","Q18post","it has the same density as the original block",1
"3014","4281","Q18post","it has the same density as the original block",1
"3015","4282","Q18post","it has twice the density of the original block",0
"3016","4283","Q18post","it has half the density of the original block",0
"3017","4284","Q18post","it has the same density as the original block",1
"3018","4285","Q18post","it has the same density as the original block",1
"3019","4286","Q18post","it has the same density as the original block",1
"3020","4287","Q18post","it has the same density as the original block",1
"3021","4288","Q18post","it has the same density as the original block",1
"3022","4289","Q18post","it has half the density of the original block",0
"3023","4290","Q18post","it has the same density as the original block",1
"3024","4291","Q18post","it has the same density as the original block",1
"3025","4293","Q18post","it has half the density of the original block",0
"3026","4294","Q18post","it has the same density as the original block",1
"3027","4295","Q18post","it has the same density as the original block",1
"3028","4297","Q18post","it has half the density of the original block",0
"3029","4299","Q18post","it has half the density of the original block",0
"3030","4300","Q18post","it has half the density of the original block",0
"3031","4301","Q18post","it has half the density of the original block",0
"3032","4302","Q18post","it has the same density as the original block",1
"3033","4304","Q18post","it has twice the density of the original block",0
"3034","4305","Q18post","it has half the density of the original block",0
"3035","4306","Q18post","it has half the density of the original block",0
"3036","4309","Q18post","it has the same density as the original block",1
"3037","4310","Q18post","it has the same density as the original block",1
"3038","4313","Q18post","it has the same density as the original block",1
"3039","4314","Q18post","it has the same density as the original block",1
"3040","4315","Q18post","it has the same density as the original block",1
"3041","4316","Q18post","it has half the density of the original block",0
"3042","4318","Q18post","it has the same density as the original block",1
"3043","4319","Q18post","it has half the density of the original block",0
"3044","4321","Q18post","it has twice the density of the original block",0
"3045","4322","Q18post","it has the same density as the original block",1
"3046","4323","Q18post","it has the same density as the original block",1
"3047","4324","Q18post","it has the same density as the original block",1
"3048","4326","Q18post","it has the same density as the original block",1
"3049","4327","Q18post","it has the same density as the original block",1
"3050","4328","Q18post","it has the same density as the original block",1
"3051","4333","Q18post","it has the same density as the original block",1
"3052","4334","Q18post","it has the same density as the original block",1
"3053","4335","Q18post","it has twice the density of the original block",0
"3054","4339","Q18post","it has the same density as the original block",1
"3055","4341","Q18post","it has the same density as the original block",1
"3056","4342","Q18post","it has the same density as the original block",1
"3057","4343","Q18post","it has half the density of the original block",0
"3058","4344","Q18post","it has the same density as the original block",1
"3059","4347","Q18post","it has the same density as the original block",1
"3060","4348","Q18post","it has half the density of the original block",0
"3061","4350","Q18post","it has the same density as the original block",1
"3062","4353","Q18post","it has half the density of the original block",0
"3063","4355","Q18post","it has the same density as the original block",1
"3064","4356","Q18post","it has the same density as the original block",1
"3065","4357","Q18post","it has half the density of the original block",0
"3066","4359","Q18post","it has the same density as the original block",1
"3067","4360","Q18post","it has half the density of the original block",0
"3068","4362","Q18post","it has the same density as the original block",1
"3069","4363","Q18post","it has the same density as the original block",1
"3070","4364","Q18post","it has the same density as the original block",1
"3071","4367","Q18post","it has the same density as the original block",1
"3072","4368","Q18post","it has the same density as the original block",1
"3073","4371","Q18post","it has half the density of the original block",0
"3074","4372","Q18post","it has the same density as the original block",1
"3075","4373","Q18post","it has the same density as the original block",1
"3076","4374","Q18post","it has the same density as the original block",1
"3077","4376","Q18post","it has the same density as the original block",1
"3078","4377","Q18post","it has half the density of the original block",0
"3079","4378","Q18post","it has twice the density of the original block",0
"3080","4379","Q18post","it has half the density of the original block",0
"3081","4380","Q18post","it has twice the density of the original block",0
"3082","4382","Q18post","it has half the density of the original block",0
"3083","4383","Q18post","it has half the density of the original block",0
"3084","4384","Q18post","it has the same density as the original block",1
"3085","4390","Q18post","it has the same density as the original block",1
"3086","4391","Q18post","it has half the density of the original block",0
"3087","4394","Q18post","it has the same density as the original block",1
"3088","4396","Q18post","it has half the density of the original block",0
"3089","4397","Q18post","it has the same density as the original block",1
"3090","4400","Q18post","it has half the density of the original block",0
"3091","4404","Q18post","it has the same density as the original block",1
"3092","4406","Q18post","it has half the density of the original block",0
"3093","4407","Q18post","it has the same density as the original block",1
"3094","4408","Q18post","it has the same density as the original block",1
"3095","4410","Q18post","it has the same density as the original block",1
"3096","4411","Q18post","it has the same density as the original block",1
"3097","4413","Q18post","it has the same density as the original block",1
"3098","4415","Q18post","it has half the density of the original block",0
"3099","4417","Q18post","it has half the density of the original block",0
"3100","4418","Q18post","it has half the density of the original block",0
"3101","4419","Q18post","it has the same density as the original block",1
"3102","4421","Q18post","it has half the density of the original block",0
"3103","4422","Q18post","it has half the density of the original block",0
"3104","4423","Q18post","it has the same density as the original block",1
"3105","4426","Q18post","it has twice the density of the original block",0
"3106","4428","Q18post","it has the same density as the original block",1
"3107","4429","Q18post","it has the same density as the original block",1
"3108","4430","Q18post","it has the same density as the original block",1
"3109","4431","Q18post","it has the same density as the original block",1
"3110","4432","Q18post","it has the same density as the original block",1
"3111","4433","Q18post","it has the same density as the original block",1
"3112","4435","Q18post","it has the same density as the original block",1
"3113","4436","Q18post","it has half the density of the original block",0
"3114","4437","Q18post","it has half the density of the original block",0
"3115","4440","Q18post","it has twice the density of the original block",0
"3116","4447","Q18post","it has the same density as the original block",1
"3117","4448","Q18post","it has the same density as the original block",1
"3118","4449","Q18post","it has the same density as the original block",1
"3119","4450","Q18post","it has twice the density of the original block",0
"3120","4451","Q18post","it has the same density as the original block",1
"3121","4452","Q18post","it has the same density as the original block",1
"3122","4453","Q18post","it has half the density of the original block",0
"3123","4454","Q18post","it has half the density of the original block",0
"3124","4455","Q18post","it has the same density as the original block",1
"3125","4456","Q18post","it has half the density of the original block",0
"3126","4457","Q18post","it has half the density of the original block",0
"3127","4458","Q18post","it has the same density as the original block",1
"3128","4459","Q18post","it has the same density as the original block",1
"3129","4460","Q18post","it has the same density as the original block",1
"3130","4461","Q18post","it has the same density as the original block",1
"3131","4465","Q18post","it has twice the density of the original block",0
"3132","4466","Q18post","it has the same density as the original block",1
"3133","4467","Q18post","it has half the density of the original block",0
"3134","4468","Q18post","it has half the mass of the original block",1
"3135","4475","Q18post","it has half the density of the original block",0
"3136","4476","Q18post","it has the same density as the original block",1
"3137","4478","Q18post","it has half the density of the original block",0
"3138","4479","Q18post","it has the same density as the original block",1
"3139","4482","Q18post","it has half the density of the original block",0
"3140","4485","Q18post","it has the same density as the original block",1
"3141","4488","Q18post","it has half the density of the original block",0
"3142","4491","Q18post","it has half the density of the original block",0
"3143","4492","Q18post","it has half the density of the original block",0
"3144","4495","Q18post","it has half the density of the original block",0
"3145","4498","Q18post","it has the same density as the original block",1
"3146","4499","Q18post","it has twice the density of the original block",0
"3147","4500","Q18post","it has the same density as the original block",1
"3148","4501","Q18post","it has half the density of the original block",0
"3149","4502","Q18post","it has half the density of the original block",0
"3150","4503","Q18post","it has half the density of the original block",0
"3151","4504","Q18post","it has the same density as the original block",1
"3152","4505","Q18post","it has half the density of the original block",0
"3153","4507","Q18post","it has the same density as the original block",1
"3154","4509","Q18post","it has half the density of the original block",0
"3155","4514","Q18post","it has half the density of the original block",0
"3156","4515","Q18post","it has the same density as the original block",1
"3157","4517","Q18post","it has the same density as the original block",1
"3158","4518","Q18post","it has half the density of the original block",0
"3159","4519","Q18post","it has the same density as the original block",1
"3160","4524","Q18post","it has the same density as the original block",1
"3161","4528","Q18post","it has the same density as the original block",1
"3162","4531","Q18post","it has half the density of the original block",0
"3163","4533","Q18post","it has the same density as the original block",1
"3164","4535","Q18post","it has half the density of the original block",0
"3165","4536","Q18post","it has half the density of the original block",0
"3166","4537","Q18post","it has half the density of the original block",0
"3167","4538","Q18post","it has the same density as the original block",1
"3168","4540","Q18post","it has the same density as the original block",1
"3169","4543","Q18post","it has half the density of the original block",0
"3170","4545","Q18post","it has the same density as the original block",1
"3171","4546","Q18post","it has half the density of the original block",0
"3172","4549","Q18post","it has the same density as the original block",1
"3173","4550","Q18post","it has half the density of the original block",0
"3174","4551","Q18post","it has half the density of the original block",0
"3175","4558","Q18post","it has half the density of the original block",0
"3176","4559","Q18post","it has the same density as the original block",1
"3177","4562","Q18post","it has half the density of the original block",0
"3178","4564","Q18post","it has the same density as the original block",1
"3179","4566","Q18post","it has twice the density of the original block",0
"3180","4568","Q18post","it has twice the density of the original block",0
"3181","45719","Q18post","it has half the density of the original block",0
"3182","4574","Q18post","it has half the density of the original block",0
"3183","4578","Q18post","it has twice the density of the original block",0
"3184","4584","Q18post","it has the same density as the original block",1
"3185","4585","Q18post","it has half the density of the original block",0
"3186","4586","Q18post","it has the same density as the original block",1
"3187","4589","Q18post","it has the same density as the original block",1
"3188","4592","Q18post","it has the same density as the original block",1
"3189","4598","Q18post","it has the same density as the original block",1
"3190","4599","Q18post","it has half the density of the original block",0
"3191","4602","Q18post","it has half the density of the original block",0
"3192","4606","Q18post","it has half the density of the original block",0
"3193","4607","Q18post","it has the same density as the original block",1
"3194","4608","Q18post","it has half the density of the original block",0
"3195","4609","Q18post","it has the same density as the original block",1
"3196","4610","Q18post","it has half the density of the original block",0
"3197","4615","Q18post","it has the same density as the original block",1
"3198","4616","Q18post","it has the same density as the original block",1
"3199","4617","Q18post","it has half the density of the original block",0
"3200","4619","Q18post","it has half the density of the original block",0
"3201","4621","Q18post","it has half the density of the original block",0
"3202","4626","Q18post","it has the same density as the original block",1
"3203","4627","Q18post","it has the same density as the original block",1
"3204","4656","Q18post","it has twice the density of the original block",0
"3205","4668","Q18post","it has the same density as the original block",1
"3206","4686","Q18post","it has half the density of the original block",0
"3207","4693","Q18post","it has half the density of the original block",0
"3208","4697","Q18post","it has the same density as the original block",1
"3209","4702","Q18post","it has half the density of the original block",0
"3210","4704","Q18post","it has half the density of the original block",0
"3211","4708","Q18post","it has half the density of the original block",0
"3212","4710","Q18post","it has the same density as the original block",1
"3213","4712","Q18post","it has the same density as the original block",1
"3214","4716","Q18post","it has half the density of the original block",0
"3215","4717","Q18post","it has the same density as the original block",1
"3216","4720","Q18post","it has the same density as the original block",1
"3217","4722","Q18post","it has half the density of the original block",0
"3218","4723","Q18post","it has the same density as the original block",1
"3219","4725","Q18post","it has half the density of the original block",0
"3220","4727","Q18post","it has the same density as the original block",1
"3221","4730","Q18post","it has the same density as the original block",1
"3222","4734","Q18post","it has half the density of the original block",0
"3223","4737","Q18post","it has half the density of the original block",0
"3224","4739","Q18post","it has twice the density of the original block",0
"3225","4740","Q18post","it has the same density as the original block",1
"3226","4743","Q18post","it has the same density as the original block",1
"3227","4746","Q18post","it has half the density of the original block",0
"3228","4748","Q18post","it has half the density of the original block",0
"3229","4753","Q18post","it has the same density as the original block",1
"3230","4754","Q18post","it has half the density of the original block",0
"3231","4755","Q18post","it has half the density of the original block",0
"3232","4756","Q18post","it has twice the density of the original block",0
"3233","4757","Q18post","it has the same density as the original block",1
"3234","4758","Q18post","it has the same density as the original block",1
"3235","4760","Q18post","it has the same density as the original block",1
"3236","4761","Q18post","it has the same density as the original block",1
"3237","4762","Q18post","it has the same density as the original block",1
"3238","4763","Q18post","it has half the density of the original block",0
"3239","4764","Q18post","it has the same density as the original block",1
"3240","4765","Q18post","it has the same density as the original block",1
"3241","4767","Q18post","it has the same density as the original block",1
"3242","4768","Q18post","it has the same density as the original block",1
"3243","4770","Q18post","it has the same density as the original block",1
"3244","4771","Q18post","it has half the density of the original block",0
"3245","4773","Q18post","it has half the density of the original block",0
"3246","4775","Q18post","it has twice the density of the original block",0
"3247","4777","Q18post","it has the same density as the original block",1
"3248","4778","Q18post","it has the same density as the original block",1
"3249","4779","Q18post","it has the same density as the original block",1
"3250","4780","Q18post","it has the same density as the original block",1
"3251","4781","Q18post","it has the same density as the original block",1
"3252","4782","Q18post","it has the same density as the original block",1
"3253","4783","Q18post","it has twice the density of the original block",0
"3254","4784","Q18post","it has the same density as the original block",1
"3255","4785","Q18post","it has the same density as the original block",1
"3256","4786","Q18post","it has the same density as the original block",1
"3257","4787","Q18post","it has the same density as the original block",1
"3258","4789","Q18post","it has the same density as the original block",1
"3259","4795","Q18post","it has the same density as the original block",1
"3260","4799","Q18post","it has twice the density of the original block",0
"3261","4801","Q18post","it has half the density of the original block",0
"3262","4802","Q18post","it has the same density as the original block",1
"3263","4803","Q18post","it has the same density as the original block",1
"3264","4805","Q18post","it has the same density as the original block",1
"3265","4806","Q18post","it has the same density as the original block",1
"3266","4807","Q18post","it has half the density of the original block",0
"3267","4813","Q18post","it has the same density as the original block",1
"3268","4814","Q18post","it has the same density as the original block",1
"3269","4815","Q18post","it has half the density of the original block",0
"3270","4816","Q18post","it has half the density of the original block",0
"3271","4817","Q18post","it has the same density as the original block",1
"3272","4819","Q18post","it has twice the density of the original block",0
"3273","4821","Q18post","it has half the density of the original block",0
"3274","4822","Q18post","it has half the density of the original block",0
"3275","4824","Q18post","it has the same density as the original block",1
"3276","4825","Q18post","it has twice the density of the original block",0
"3277","4826","Q18post","it has the same density as the original block",1
"3278","4828","Q18post","it has the same density as the original block",1
"3279","4829","Q18post","it has the same density as the original block",1
"3280","4830","Q18post","it has the same density as the original block",1
"3281","4831","Q18post","it has half the density of the original block",0
"3282","4832","Q18post","it has half the density of the original block",0
"3283","4833","Q18post","it has half the density of the original block",0
"3284","4836","Q18post","it has the same density as the original block",1
"3285","4838","Q18post","it has twice the density of the original block",0
"3286","4839","Q18post","it has the same density as the original block",1
"3287","4841","Q18post","it has the same density as the original block",1
"3288","4845","Q18post","it has twice the density of the original block",0
"3289","4846","Q18post","it has the same density as the original block",1
"3290","4848","Q18post","it has the same density as the original block",1
"3291","4850","Q18post","it has half the density of the original block",0
"3292","4855","Q18post","it has the same density as the original block",1
"3293","4860","Q18post","it has twice the density of the original block",0
"3294","4861","Q18post","it has the same density as the original block",1
"3295","4862","Q18post","it has the same density as the original block",1
"3296","4863","Q18post","it has the same density as the original block",1
"3297","4868","Q18post","it has half the density of the original block",0
"3298","4869","Q18post","it has the same density as the original block",1
"3299","4870","Q18post","it has the same density as the original block",1
"3300","4871","Q18post","it has half the density of the original block",0
"3301","4874","Q18post","it has half the density of the original block",0
"3302","4878","Q18post","it has the same density as the original block",1
"3303","4879","Q18post","it has the same density as the original block",1
"3304","4880","Q18post","it has the same density as the original block",1
"3305","4884","Q18post","it has the same density as the original block",1
"3306","4885","Q18post","it has the same density as the original block",1
"3307","4886","Q18post","it has the same density as the original block",1
"3308","4887","Q18post","it has the same density as the original block",1
"3309","4888","Q18post","it has half the density of the original block",0
"3310","4896","Q18post","it has the same density as the original block",1
"3311","4897","Q18post","it has the same density as the original block",1
"3312","4898","Q18post","it has the same density as the original block",1
"3313","4899","Q18post","it has the same density as the original block",1
"3314","4900","Q18post","it has the same density as the original block",1
"3315","4901","Q18post","it has the same density as the original block",1
"3316","4902","Q18post","it has half the density of the original block",0
"3317","4903","Q18post","it has half the density of the original block",0
"3318","4904","Q18post","it has the same density as the original block",1
"3319","4906","Q18post","it has the same density as the original block",1
"3320","4907","Q18post","it has the same density as the original block",1
"3321","4908","Q18post","it has the same density as the original block",1
"3322","4909","Q18post","it has the same density as the original block",1
"3323","4910","Q18post","it has the same density as the original block",1
"3324","4911","Q18post","it has the same density as the original block",1
"3325","4912","Q18post","it has the same density as the original block",1
"3326","4913","Q18post","it has the same density as the original block",1
"3327","4914","Q18post","it has the same density as the original block",1
"3328","4917","Q18post","it has the same density as the original block",1
"3329","4919","Q18post","it has the same density as the original block",1
"3330","4920","Q18post","it has the same density as the original block",1
"3331","4921","Q18post","it has half the density of the original block",0
"3332","4922","Q18post","it has the same density as the original block",1
"3333","4926","Q18post","it has the same density as the original block",1
"3334","4927","Q18post","it has the same density as the original block",1
"3335","8291","Q18post","it has the same density as the original block",1
"3336","?","Q18post","it has half the density of the original block",0
"3337","4272A","Q18post","it has the same density as the original block",1
"3338","4279F","Q18post","it has the same density as the original block",1
"3339","4281F","Q18post","it has half the density of the original block",0
"3340","4293F","Q18post","it has half the density of the original block",0
"3341","4294F","Q18post","it has the same density as the original block",1
"3342","4310R","Q18post","it has half the density of the original block",0
"3343","4368F","Q18post","it has half the mass of the original block",1
"3344","4381R","Q18post","it has the same density as the original block",1
"3345","4408F","Q18post","it has twice the density of the original block",0
"3346","4419C","Q18post","it has half the density of the original block",0
"3347","4538F","Q18post","it has half the density of the original block",0
"3348","45710","Q18post","it has the same density as the original block",1
"3349","4593","Q18post","it has the same density as the original block",1
"3350","4739B","Q18post","it has half the density of the original block",0
"3351","4755B","Q18post","it has half the density of the original block",0
"3352","4756B","Q18post","it has the same density as the original block",1
"3353","4760F","Q18post","it has half the density of the original block",0
"3354","4765F","Q18post","it has twice the density of the original block",0
"3355","2919","Q19post","It has half the volume, and half the density of the original block",0
"3356","4022","Q19post","It has half the volume, and half the density of the original block",0
"3357","4219","Q19post","It has half the volume, and half the density of the original block",0
"3358","4224","Q19post","It has half the volume, but same density of the original block",1
"3359","4229","Q19post","it has the same volume, but half the density of the original block",0
"3360","4230","Q19post","It has half the volume, but same density of the original block",1
"3361","4232","Q19post","it has the same volume, but half the density of the original block",0
"3362","4235","Q19post","It has half the volume, but same density of the original block",1
"3363","4236","Q19post","It has half the volume, but same density of the original block",1
"3364","4240","Q19post","It has half the volume, but same density of the original block",1
"3365","4241","Q19post","It has half the volume, but same density of the original block",1
"3366","4242","Q19post","It has half the volume, but same density of the original block",1
"3367","4243","Q19post","It has half the volume, but same density of the original block",1
"3368","4244","Q19post","It has half the volume, but same density of the original block",1
"3369","4245","Q19post","It has half the volume, but same density of the original block",1
"3370","4246","Q19post","It has half the volume, but same density of the original block",1
"3371","4247","Q19post","It has half the volume, but same density of the original block",1
"3372","4248","Q19post","It has half the volume, but same density of the original block",1
"3373","4249","Q19post","It has half the volume, but same density of the original block",1
"3374","4250","Q19post","It has half the volume, but same density of the original block",1
"3375","4251","Q19post","it has the same volume, but half the density of the original block",0
"3376","4254","Q19post","It has half the volume, and half the density of the original block",0
"3377","4257","Q19post","It has half the volume, but same density of the original block",1
"3378","4258","Q19post","It has half the volume, and half the density of the original block",0
"3379","4259","Q19post","It has half the volume, but same density of the original block",1
"3380","4260","Q19post","It has half the volume, but same density of the original block",1
"3381","4261","Q19post","It has half the volume, but same density of the original block",1
"3382","4262","Q19post","It has half the volume, but same density of the original block",1
"3383","4264","Q19post","It has half the volume, but same density of the original block",1
"3384","4267","Q19post","It has half the volume, but same density of the original block",1
"3385","4268","Q19post","It has half the volume, but same density of the original block",1
"3386","4269","Q19post","it has the same volume, but half the density of the original block",0
"3387","4271","Q19post","It has half the volume, but same density of the original block",1
"3388","4272","Q19post","It has half the volume, but same density of the original block",1
"3389","4273","Q19post","It has half the volume, but same density of the original block",1
"3390","4274","Q19post","it has the same volume, but half the density of the original block",0
"3391","4275","Q19post","It has half the volume, but same density of the original block",1
"3392","4276","Q19post","It has half the volume, but same density of the original block",1
"3393","4277","Q19post","It has half the volume, but same density of the original block",1
"3394","4278","Q19post","It has half the volume, and half the density of the original block",0
"3395","4279","Q19post","It has half the volume, but same density of the original block",1
"3396","4281","Q19post","It has half the volume, but same density of the original block",1
"3397","4282","Q19post","It has half the volume, but same density of the original block",1
"3398","4283","Q19post","It has half the volume, and half the density of the original block",0
"3399","4284","Q19post","It has half the volume, and half the density of the original block",0
"3400","4285","Q19post","It has half the volume, but same density of the original block",1
"3401","4286","Q19post","It has half the volume, but same density of the original block",1
"3402","4287","Q19post","It has half the volume, but same density of the original block",1
"3403","4288","Q19post","It has half the volume, but same density of the original block",1
"3404","4289","Q19post","It has half the volume, but same density of the original block",1
"3405","4290","Q19post","It has half the volume, but same density of the original block",1
"3406","4291","Q19post","It has half the volume, but same density of the original block",1
"3407","4293","Q19post","It has half the volume, but same density of the original block",1
"3408","4294","Q19post","It has half the volume, but same density of the original block",1
"3409","4295","Q19post","It has half the volume, but same density of the original block",1
"3410","4297","Q19post","It has half the volume, and half the density of the original block",0
"3411","4299","Q19post","It has half the volume, and half the density of the original block",0
"3412","4300","Q19post","It has half the volume, and half the density of the original block",0
"3413","4301","Q19post","It has half the volume, and half the density of the original block",0
"3414","4302","Q19post","It has half the volume, but same density of the original block",1
"3415","4304","Q19post","It has half the volume, but same density of the original block",1
"3416","4305","Q19post","It has half the volume, but same density of the original block",1
"3417","4306","Q19post","It has half the volume, and half the density of the original block",0
"3418","4309","Q19post","It has half the volume, but same density of the original block",1
"3419","4310","Q19post","It has half the volume, but same density of the original block",1
"3420","4313","Q19post","It has half the volume, but same density of the original block",1
"3421","4314","Q19post","It has half the volume, but same density of the original block",1
"3422","4315","Q19post","It has half the volume, but same density of the original block",1
"3423","4316","Q19post","It has half the volume, but same density of the original block",1
"3424","4318","Q19post","it has the same volume, but half the density of the original block",0
"3425","4319","Q19post","It has half the volume, but same density of the original block",1
"3426","4321","Q19post","It has half the volume, but same density of the original block",1
"3427","4322","Q19post","It has half the volume, but same density of the original block",1
"3428","4323","Q19post","It has half the volume, but same density of the original block",1
"3429","4324","Q19post","It has half the volume, but same density of the original block",1
"3430","4326","Q19post","It has half the volume, but same density of the original block",1
"3431","4327","Q19post","It has half the volume, but same density of the original block",1
"3432","4328","Q19post","It has half the volume, but same density of the original block",1
"3433","4333","Q19post","It has half the volume, but same density of the original block",1
"3434","4334","Q19post","It has half the volume, but same density of the original block",1
"3435","4335","Q19post","It has half the volume, and half the density of the original block",0
"3436","4339","Q19post","It has half the volume, and half the density of the original block",0
"3437","4341","Q19post","It has half the volume, but same density of the original block",1
"3438","4342","Q19post","It has half the volume, but same density of the original block",1
"3439","4343","Q19post","It has half the volume, and half the density of the original block",0
"3440","4344","Q19post","It has half the volume, but same density of the original block",1
"3441","4347","Q19post","It has half the volume, but same density of the original block",1
"3442","4348","Q19post","It has half the volume, and half the density of the original block",0
"3443","4350","Q19post","It has half the volume, but same density of the original block",1
"3444","4353","Q19post","It has half the volume, and half the density of the original block",0
"3445","4355","Q19post","It has half the volume, but same density of the original block",1
"3446","4356","Q19post","It has half the volume, but same density of the original block",1
"3447","4357","Q19post","It has half the volume, and half the density of the original block",0
"3448","4359","Q19post","It has half the volume, but same density of the original block",1
"3449","4360","Q19post","It has half the volume, but same density of the original block",1
"3450","4362","Q19post","It has half the volume, but same density of the original block",1
"3451","4363","Q19post","It has half the volume, but same density of the original block",1
"3452","4364","Q19post","It has half the volume, but same density of the original block",1
"3453","4367","Q19post","It has half the volume, but same density of the original block",1
"3454","4368","Q19post","It has half the volume, but same density of the original block",1
"3455","4371","Q19post","It has half the volume, but same density of the original block",1
"3456","4372","Q19post","it has the same volume, but half the density of the original block",0
"3457","4373","Q19post","It has half the volume, but same density of the original block",1
"3458","4374","Q19post","It has half the volume, but same density of the original block",1
"3459","4376","Q19post","It has half the volume, but same density of the original block",1
"3460","4377","Q19post","it has the same volume, but half the density of the original block",0
"3461","4378","Q19post","It has half the volume, and half the density of the original block",0
"3462","4379","Q19post","it has the same volume, but half the density of the original block",0
"3463","4380","Q19post","It has half the volume, and half the density of the original block",0
"3464","4382","Q19post","it has the same volume, but half the density of the original block",0
"3465","4383","Q19post","it has the same volume, but half the density of the original block",0
"3466","4384","Q19post","It has half the volume, but same density of the original block",1
"3467","4390","Q19post","It has half the volume, but same density of the original block",1
"3468","4391","Q19post","It has half the volume, and half the density of the original block",0
"3469","4394","Q19post","It has half the volume, but same density of the original block",1
"3470","4396","Q19post","It has half the volume, and half the density of the original block",0
"3471","4397","Q19post","It has half the volume, but same density of the original block",1
"3472","4400","Q19post","It has half the volume, and half the density of the original block",0
"3473","4404","Q19post","It has half the volume, but same density of the original block",1
"3474","4406","Q19post","It has half the volume, and half the density of the original block",0
"3475","4407","Q19post","It has half the volume, and half the density of the original block",0
"3476","4408","Q19post","It has half the volume, but same density of the original block",1
"3477","4410","Q19post","it has the same volume, but half the density of the original block",0
"3478","4411","Q19post","it has the same volume, but half the density of the original block",0
"3479","4413","Q19post","It has half the volume, but same density of the original block",1
"3480","4415","Q19post","It has half the volume, and half the density of the original block",0
"3481","4417","Q19post","it has the same volume, but half the density of the original block",0
"3482","4418","Q19post","It has half the volume, and half the density of the original block",0
"3483","4419","Q19post","It has half the volume, but same density of the original block",1
"3484","4421","Q19post","It has half the volume, and half the density of the original block",0
"3485","4422","Q19post","It has half the volume, and half the density of the original block",0
"3486","4423","Q19post","It has half the volume, but same density of the original block",1
"3487","4426","Q19post","It has half the volume, but same density of the original block",1
"3488","4428","Q19post","It has half the volume, but same density of the original block",1
"3489","4429","Q19post","It has half the volume, but same density of the original block",1
"3490","4430","Q19post","It has half the volume, but same density of the original block",1
"3491","4431","Q19post","It has half the volume, but same density of the original block",1
"3492","4432","Q19post","it has the same volume, but half the density of the original block",0
"3493","4433","Q19post","It has half the volume, but same density of the original block",1
"3494","4435","Q19post","It has half the volume, but same density of the original block",1
"3495","4436","Q19post","It has half the volume, and half the density of the original block",0
"3496","4437","Q19post","It has half the volume, but same density of the original block",1
"3497","4440","Q19post","It has half the volume, and half the density of the original block",0
"3498","4447","Q19post","It has half the volume, but same density of the original block",1
"3499","4448","Q19post","It has half the volume, but same density of the original block",1
"3500","4449","Q19post","It has half the volume, but same density of the original block",1
"3501","4450","Q19post","It has half the volume, but same density of the original block",1
"3502","4451","Q19post","It has half the volume, but same density of the original block",1
"3503","4452","Q19post","It has half the volume, but same density of the original block",1
"3504","4453","Q19post","It has half the volume, but same density of the original block",1
"3505","4454","Q19post","It has half the volume, but same density of the original block",1
"3506","4455","Q19post","It has half the volume, but same density of the original block",1
"3507","4456","Q19post","It has half the volume, and half the density of the original block",0
"3508","4457","Q19post","It has half the volume, and half the density of the original block",0
"3509","4458","Q19post","It has half the volume, but same density of the original block",1
"3510","4459","Q19post","It has half the volume, but same density of the original block",1
"3511","4460","Q19post","It has half the volume, but same density of the original block",1
"3512","4461","Q19post","It has half the volume, but same density of the original block",1
"3513","4465","Q19post","it has the same volume, but half the density of the original block",0
"3514","4466","Q19post","It has half the volume, but same density of the original block",1
"3515","4467","Q19post","It has half the volume, and half the density of the original block",0
"3516","4468","Q19post","it has twice the density of the original block",0
"3517","4475","Q19post","It has half the volume, and half the density of the original block",0
"3518","4476","Q19post","it has the same volume, but half the density of the original block",0
