,ID,Question,Response
5316,4771,Q17,it has half the mass of the original block
5317,4740,Q17,it has half the mass of the original block
5319,4816,Q17,it has half the mass of the original block
5320,4820,Q17,it has half the mass of the original block
5322,4824,Q17,it has half the mass of the original block
5323,4815,Q17,it has half the mass of the original block
5324,4825,Q17,it has half the mass of the original block
5326,4822,Q17,it has half the mass of the original block
5328,4818,Q17,it has half the mass of the original block
5329,4781,Q17,it has half the mass of the original block
5330,4789,Q17,it has half the mass of the original block
5332,4786,Q17,it has half the mass of the original block
5333,4783,Q17,it has half the mass of the original block
5334,4787,Q17,it has half the mass of the original block
5335,4785,Q17,it has half the mass of the original block
5336,4780,Q17,it has half the mass of the original block
5337,4788,Q17,it has half the mass of the original block
5338,4784,Q17,it has half the mass of the original block
5339,4779,Q17,it has half the mass of the original block
5340,4756,Q17,it has half the mass of the original block
5341,4795,Q17,it has half the mass of the original block
5342,4805,Q17,it has half the mass of the original block
5344,4796,Q17,it has half the mass of the original block
5345,4791,Q17,it has half the mass of the original block
5346,4808,Q17,it has half the mass of the original block
5347,4806,Q17,it has half the mass of the original block
5348,4793,Q17,it has half the mass of the original block
5349,4809,Q17,it has half the mass of the original block
5351,4800,Q17,it has half the mass of the original block
5352,4812,Q17,it has half the mass of the original block
5354,4803,Q17,it has half the mass of the original block
5355,4802,Q17,it has half the mass of the original block
5356,4813,Q17,it has half the mass of the original block
5357,4801,Q17,it has half the mass of the original block
5358,4836,Q17,it has half the mass of the original block
5360,4838,Q17,it has half the mass of the original block
5362,4828,Q17,it has half the mass of the original block
5363,4831,Q17,it has half the mass of the original block
5364,4834,Q17,it has half the mass of the original block
5365,4835,Q17,it has half the mass of the original block
5366,4826,Q17,it has half the mass of the original block
5368,4829,Q17,it has half the mass of the original block
5369,4837,Q17,it has half the mass of the original block
5370,4830,Q17,it has half the mass of the original block
5371,4846,Q17,it has half the mass of the original block
5372,4847,Q17,it has half the mass of the original block
5374,4850,Q17,it has half the mass of the original block
5375,4581,Q17,it has half the mass of the original block
5376,4849,Q17,it has half the mass of the original block
5377,4845,Q17,it has half the mass of the original block
5378,4848,Q17,it has half the mass of the original block
5379,4839,Q17,it has half the mass of the original block
5380,4857,Q17,it has half the mass of the original block
5381,4856,Q17,it has half the mass of the original block
5382,4842,Q17,it has half the mass of the original block
5383,4852,Q17,it has half the mass of the original block
5384,4752,Q17,it has half the mass of the original block
5385,4859,Q17,it has half the mass of the original block
5387,4873,Q17,it has half the mass of the original block
5388,4858,Q17,it has half the mass of the original block
5389,4874,Q17,it has half the mass of the original block
5390,4863,Q17,it has half the mass of the original block
5392,4860,Q17,it has half the mass of the original block
5394,4869,Q17,it has half the mass of the original block
5395,4862,Q17,it has half the mass of the original block
5396,4870,Q17,it has half the mass of the original block
5397,4868,Q17,it has half the mass of the original block
5398,4861,Q17,it has half the mass of the original block
5401,4899,Q17,it has half the mass of the original block
5402,4898,Q17,it has half the mass of the original block
5404,4883,Q17,it has half the mass of the original block
5405,4919,Q17,it has half the mass of the original block
5406,4879,Q17,it has half the mass of the original block
5407,4913,Q17,it has half the mass of the original block
5409,4911,Q17,it has half the mass of the original block
5410,4904,Q17,it has half the mass of the original block
5411,4895,Q17,it has half the mass of the original block
5413,4901,Q17,it has half the mass of the original block
5414,4884,Q17,it has half the mass of the original block
5416,4917,Q17,it has half the mass of the original block
5417,4924,Q17,it has half the mass of the original block
5418,4908,Q17,it has half the mass of the original block
5419,4900,Q17,it has half the mass of the original block
5420,4922,Q17,it has half the mass of the original block
5422,4899,Q17,it has half the mass of the original block
5423,4885,Q17,it has half the mass of the original block
5424,4914,Q17,it has half the mass of the original block
5425,4921,Q17,it has half the mass of the original block
5426,4903,Q17,it has half the mass of the original block
5428,4909,Q17,it has half the mass of the original block
5429,4912,Q17,it has half the mass of the original block
5430,4926,Q17,it has half the mass of the original block
5432,4907,Q17,it has half the mass of the original block
5433,4888,Q17,it has half the mass of the original block
5434,4896,Q17,it has half the mass of the original block
5435,4927,Q17,it has half the mass of the original block
5436,4878,Q17,it has half the mass of the original block
5437,4923,Q17,it has half the mass of the original block
5438,4880,Q17,it has half the mass of the original block
5439,4920,Q17,it has half the mass of the original block
5440,4887,Q17,it has half the mass of the original block
2178,4216,Q12,it has half the volume of the original block
2179,4232,Q12,it has half the volume of the original block
2180,4233,Q12,it has half the volume of the original block
2182,4230,Q12,it has half the volume of the original block
2183,4420,Q12,it has half the volume of the original block
2184,4421,Q12,it has half the volume of the original block
2186,4219,Q12,it has half the volume of the original block
2187,4229,Q12,it has half the volume of the original block
2190,4228,Q12,it has half the volume of the original block
2191,4224,Q12,it has half the volume of the original block
2195,4267,Q12,it has half the volume of the original block
2196,4255,Q12,it has half the volume of the original block
2197,4261,Q12,it has half the volume of the original block
2198,4246,Q12,it has half the volume of the original block
2199,4251,Q12,it has half the volume of the original block
2200,4241,Q12,it has half the volume of the original block
2201,4247,Q12,it has half the volume of the original block
2202,4256,Q12,it has half the volume of the original block
2204,4263,Q12,it has half the volume of the original block
2205,4244,Q12,it has half the volume of the original block
2209,4259,Q12,it has half the volume of the original block
2210,4242,Q12,it has half the volume of the original block
2211,4265,Q12,it has half the volume of the original block
2212,4282A,Q12,it has half the volume of the original block
2213,4276,Q12,it has half the volume of the original block
2214,4272,Q12,it has half the volume of the original block
2215,4284,Q12,it has half the volume of the original block
2216,4292F,Q12,it has half the volume of the original block
2218,4294F,Q12,it has half the volume of the original block
2219,4287,Q12,it has half the volume of the original block
2221,4273,Q12,it has half the volume of the original block
2222,4289,Q12,it has half the volume of the original block
2223,4291F,Q12,it has half the volume of the original block
2224,4277,Q12,it has half the volume of the original block
2225,4286,Q12,it has half the volume of the original block
2226,4285,Q12,it has half the volume of the original block
2227,4270,Q12,it has half the volume of the original block
2228,4293F,Q12,it has half the volume of the original block
2229,4243,Q12,it has half the volume of the original block
2230,4271,Q12,it has half the volume of the original block
2231,4264,Q12,it has half the volume of the original block
2232,4268,Q12,it has half the volume of the original block
2233,4258,Q12,it has half the volume of the original block
2234,4249,Q12,it has half the volume of the original block
2236,4260,Q12,it has half the volume of the original block
2237,4269,Q12,it has half the volume of the original block
2238,4248,Q12,it has half the volume of the original block
2239,4290,Q12,it has half the volume of the original block
2240,4283,Q12,it has half the volume of the original block
2242,4321,Q12,it has half the volume of the original block
2243,4300,Q12,it has half the volume of the original block
2244,4304,Q12,it has half the volume of the original block
2245,4303,Q12,it has half the volume of the original block
2247,4322,Q12,it has half the volume of the original block
2249,4315,Q12,it has half the volume of the original block
2250,4319,Q12,it has half the volume of the original block
2252,4296,Q12,it has half the volume of the original block
2254,4036,Q12,it has half the volume of the original block
2255,4307,Q12,it has half the volume of the original block
2256,4301,Q12,it has half the volume of the original block
2258,4299,Q12,it has half the volume of the original block
2259,4309,Q12,it has half the volume of the original block
2260,4302,Q12,it has half the volume of the original block
2261,4278,Q12,it has half the volume of the original block
2265,4443,Q12,it has half the volume of the original block
2266,4327,Q12,it has half the volume of the original block
2268,4337,Q12,it has half the volume of the original block
2269,4343,Q12,it has half the volume of the original block
2270,4328,Q12,it has half the volume of the original block
2271,4324,Q12,it has half the volume of the original block
2272,4348,Q12,it has half the volume of the original block
2273,4338,Q12,it has half the volume of the original block
2274,4332,Q12,it has half the volume of the original block
2275,4346,Q12,it has half the volume of the original block
2276,4347,Q12,it has half the volume of the original block
2277,4339,Q12,it has half the volume of the original block
2278,4353,Q12,it has half the volume of the original block
2279,4367,Q12,it has half the volume of the original block
2280,4365,Q12,it has half the volume of the original block
2282,4373,Q12,it has half the volume of the original block
2283,4359,Q12,it has half the volume of the original block
2284,4352,Q12,it has half the volume of the original block
2285,4362,Q12,it has half the volume of the original block
2286,4363,Q12,it has half the volume of the original block
2287,4366,Q12,it has half the volume of the original block
2288,4356,Q12,it has half the volume of the original block
2289,4364,Q12,it has half the volume of the original block
2290,4355,Q12,it has half the volume of the original block
2291,4325,Q12,it has half the volume of the original block
2292,4342,Q12,it has half the volume of the original block
2293,4391,Q12,it has half the volume of the original block
2296,4385,Q12,it has half the volume of the original block
2298,4392,Q12,it has half the volume of the original block
2299,4380,Q12,it has half the volume of the original block
2300,4386,Q12,it has half the volume of the original block
2301,4394,Q12,it has half the volume of the original block
2304,4379,Q12,it has half the volume of the original block
2305,4376,Q12,it has half the volume of the original block
2306,4404,Q12,it has half the volume of the original block
2311,4396,Q12,it has half the volume of the original block
2313,4399,Q12,it has half the volume of the original block
2314,4413,Q12,it has half the volume of the original block
2315,4401,Q12,it has half the volume of the original block
2317,4416,Q12,it has half the volume of the original block
2318,4429,Q12,it has half the volume of the original block
2320,4428,Q12,it has half the volume of the original block
2322,4433,Q12,it has half the volume of the original block
2323,4283F,Q12,it has half the volume of the original block
2324,4423,Q12,it has half the volume of the original block
2325,4436,Q12,it has half the volume of the original block
2326,4430,Q12,it has half the volume of the original block
2327,4431,Q12,it has half the volume of the original block
2328,4441,Q12,it has half the volume of the original block
2329,4437,Q12,it has half the volume of the original block
2331,4427,Q12,it has half the volume of the original block
2334,4446,Q12,it has half the volume of the original block
2336,4438,Q12,it has half the volume of the original block
2337,4449,Q12,it has half the volume of the original block
2339,4448,Q12,it has half the volume of the original block
2341,4451,Q12,it has half the volume of the original block
2342,4447,Q12,it has half the volume of the original block
2343,4459,Q12,it has half the volume of the original block
2344,4457,Q12,it has half the volume of the original block
2345,4456,Q12,it has half the volume of the original block
2348,4460,Q12,it has half the volume of the original block
2350,4453,Q12,it has half the volume of the original block
2352,4239,Q12,it has half the volume of the original block
2355,4465,Q12,it has half the volume of the original block
2356,4467,Q12,it has half the volume of the original block
2358,4507,Q12,it has half the volume of the original block
2359,4518,Q12,it has half the volume of the original block
2360,4503,Q12,it has half the volume of the original block
2362,4524,Q12,it has half the volume of the original block
2363,4485,Q12,it has half the volume of the original block
2364,4476,Q12,it has half the volume of the original block
2365,4483,Q12,it has half the volume of the original block
2366,4510,Q12,it has half the volume of the original block
2367,4482,Q12,it has half the volume of the original block
2370,4500,Q12,it has half the volume of the original block
2375,4461,Q12,it has half the volume of the original block
2376,4494,Q12,it has half the volume of the original block
2377,4514,Q12,it has half the volume of the original block
2378,4517,Q12,it has half the volume of the original block
2379,4515,Q12,it has half the volume of the original block
2380,4488,Q12,it has half the volume of the original block
2382,4502,Q12,it has half the volume of the original block
2383,4521,Q12,it has half the volume of the original block
2384,4509,Q12,it has half the volume of the original block
2385,4501,Q12,it has half the volume of the original block
2386,4499,Q12,it has half the volume of the original block
2387,4505,Q12,it has half the volume of the original block
2388,4495,Q12,it has half the volume of the original block
2389,4344,Q12,it has half the volume of the original block
2390,4292BM,Q12,it has half the volume of the original block
2391,4279,Q12,it has half the volume of the original block
2392,4341,Q12,it has half the volume of the original block
2393,4279,Q12,it has half the volume of the original block
2394,4281,Q12,it has half the volume of the original block
2395,4245,Q12,it has half the volume of the original block
2398,4334,Q12,it has half the volume of the original block
2399,4370,Q12,it has half the volume of the original block
2400,4360,Q12,it has half the volume of the original block
2401,4345,Q12,it has half the volume of the original block
2403,4463,Q12,it has half the volume of the original block
2404,4562,Q12,it has half the volume of the original block
2405,4563,Q12,it has half the volume of the original block
2406,4564,Q12,it has half the volume of the original block
2407,4537,Q12,it has half the volume of the original block
2408,4558,Q12,it has half the volume of the original block
2411,4536,Q12,it has half the volume of the original block
2413,4571,Q12,it has half the volume of the original block
2415,4546,Q12,it has half the volume of the original block
2418,4553,Q12,it has half the volume of the original block
2420,4358F,Q12,it has half the volume of the original block
2421,4572,Q12,it has half the volume of the original block
2422,4549,Q12,it has half the volume of the original block
2424,4543,Q12,it has half the volume of the original block
2425,4569,Q12,it has half the volume of the original block
2428,4527,Q12,it has half the volume of the original block
2433,4533,Q12,it has half the volume of the original block
2434,4480,Q12,it has half the volume of the original block
2435,4358,Q12,it has half the volume of the original block
2436,4381,Q12,it has half the volume of the original block
2437,4374,Q12,it has half the volume of the original block
2438,4317,Q12,it has half the volume of the original block
2440,4305,Q12,it has half the volume of the original block
2441,4326F,Q12,it has half the volume of the original block
2442,4281,Q12,it has half the volume of the original block
2444,4372,Q12,it has half the volume of the original block
2445,4292R,Q12,it has half the volume of the original block
2446,4329,Q12,it has half the volume of the original block
2447,4375,Q12,it has half the volume of the original block
2448,4310,Q12,it has half the volume of the original block
2449,4353F,Q12,it has half the volume of the original block
2450,4371,Q12,it has half the volume of the original block
2452,4632,Q12,it has half the volume of the original block
2453,4664,Q12,it has half the volume of the original block
2454,4636,Q12,it has half the volume of the original block
2456,4295,Q12,it has half the volume of the original block
2457,4639,Q12,it has half the volume of the original block
2458,4631,Q12,it has half the volume of the original block
2459,4650,Q12,it has half the volume of the original block
2460,4635,Q12,it has half the volume of the original block
2462,4659,Q12,it has half the volume of the original block
2464,4665,Q12,it has half the volume of the original block
2465,4657,Q12,it has half the volume of the original block
2466,4677,Q12,it has half the volume of the original block
2467,4673,Q12,it has half the volume of the original block
2468,4672,Q12,it has half the volume of the original block
2469,4660,Q12,it has half the volume of the original block
2474,4611,Q12,it has half the volume of the original block
2476,4626,Q12,it has half the volume of the original block
2477,4589,Q12,it has half the volume of the original block
2478,4586,Q12,it has half the volume of the original block
2479,4581F,Q12,it has half the volume of the original block
2483,4601,Q12,it has half the volume of the original block
2484,4600,Q12,it has half the volume of the original block
2485,4608,Q12,it has half the volume of the original block
2486,4599,Q12,it has half the volume of the original block
2490,4578,Q12,it has half the volume of the original block
2491,4588,Q12,it has half the volume of the original block
2494,4583,Q12,it has half the volume of the original block
2495,4585,Q12,it has half the volume of the original block
2497,4595,Q12,it has half the volume of the original block
2498,4619,Q12,it has half the volume of the original block
2499,4579,Q12,it has half the volume of the original block
2500,4620,Q12,it has half the volume of the original block
2502,4598,Q12,it has half the volume of the original block
2503,4663,Q12,it has half the volume of the original block
2504,4670,Q12,it has half the volume of the original block
2505,4652,Q12,it has half the volume of the original block
2507,4653,Q12,it has half the volume of the original block
2508,4669,Q12,it has half the volume of the original block
2509,4389,Q12,it has half the volume of the original block
2510,4667,Q12,it has half the volume of the original block
2511,4541,Q12,it has half the volume of the original block
2512,4686,Q12,it has half the volume of the original block
2514,4645,Q12,it has half the volume of the original block
2515,4656,Q12,it has half the volume of the original block
2516,4395,Q12,it has half the volume of the original block
2517,4681,Q12,it has half the volume of the original block
2518,4414,Q12,it has half the volume of the original block
2521,4683,Q12,it has half the volume of the original block
2523,4653F,Q12,it has half the volume of the original block
2524,4657,Q12,it has half the volume of the original block
2525,4506,Q12,it has half the volume of the original block
2526,4668,Q12,it has half the volume of the original block
2527,4684,Q12,it has half the volume of the original block
2529,4311,Q12,it has half the volume of the original block
2531,4707,Q12,it has half the volume of the original block
2532,4698,Q12,it has half the volume of the original block
2533,4703,Q12,it has half the volume of the original block
2534,4712,Q12,it has half the volume of the original block
2535,4702,Q12,it has half the volume of the original block
2538,4704,Q12,it has half the volume of the original block
2539,4736,Q12,it has half the volume of the original block
2541,4697,Q12,it has half the volume of the original block
2543,4723,Q12,it has half the volume of the original block
2544,4726,Q12,it has half the volume of the original block
2546,4716,Q12,it has half the volume of the original block
2547,4718,Q12,it has half the volume of the original block
2548,4730,Q12,it has half the volume of the original block
2549,4725,Q12,it has half the volume of the original block
2550,4720,Q12,it has half the volume of the original block
2551,4728,Q12,it has half the volume of the original block
2552,4606,Q12,it has half the volume of the original block
2553,4733,Q12,it has half the volume of the original block
2555,4727,Q12,it has half the volume of the original block
2557,4722,Q12,it has half the volume of the original block
2558,4753B,Q12,it has half the volume of the original block
2559,4604,Q12,it has half the volume of the original block
2560,4737,Q12,it has half the volume of the original block
2561,4746B,Q12,it has half the volume of the original block
2565,4768,Q12,it has half the volume of the original block
2567,4764,Q12,it has half the volume of the original block
2568,4758,Q12,it has half the volume of the original block
2569,4769,Q12,it has half the volume of the original block
2570,4754B,Q12,it has half the volume of the original block
2571,4761,Q12,it has half the volume of the original block
2572,4756B,Q12,it has half the volume of the original block
2573,4755B,Q12,it has half the volume of the original block
2575,4746,Q12,it has half the volume of the original block
2580,4750,Q12,it has half the volume of the original block
2584,4760,Q12,it has half the volume of the original block
2585,4767,Q12,it has half the volume of the original block
2586,4778,Q12,it has half the volume of the original block
2587,4777,Q12,it has half the volume of the original block
2589,4768,Q12,it has half the volume of the original block
2591,4765,Q12,it has half the volume of the original block
2592,4764,Q12,it has half the volume of the original block
2593,4770,Q12,it has half the volume of the original block
2594,4775,Q12,it has half the volume of the original block
2597,4740,Q12,it has half the volume of the original block
2599,4816,Q12,it has half the volume of the original block
2602,4824,Q12,it has half the volume of the original block
2603,4815,Q12,it has half the volume of the original block
2604,4825,Q12,it has half the volume of the original block
2605,4819,Q12,it has half the volume of the original block
2606,4822,Q12,it has half the volume of the original block
2607,4821,Q12,it has half the volume of the original block
2609,4781,Q12,it has half the volume of the original block
2610,4789,Q12,it has half the volume of the original block
2611,4782,Q12,it has half the volume of the original block
2615,4785,Q12,it has half the volume of the original block
2616,4780,Q12,it has half the volume of the original block
2617,4788,Q12,it has half the volume of the original block
2618,4784,Q12,it has half the volume of the original block
2619,4779,Q12,it has half the volume of the original block
2621,4795,Q12,it has half the volume of the original block
2622,4805,Q12,it has half the volume of the original block
2624,4796,Q12,it has half the volume of the original block
2625,4791,Q12,it has half the volume of the original block
2626,4808,Q12,it has half the volume of the original block
2627,4806,Q12,it has half the volume of the original block
2628,4793,Q12,it has half the volume of the original block
2629,4809,Q12,it has half the volume of the original block
2630,4807,Q12,it has half the volume of the original block
2631,4800,Q12,it has half the volume of the original block
2632,4812,Q12,it has half the volume of the original block
2634,4803,Q12,it has half the volume of the original block
2635,4802,Q12,it has half the volume of the original block
2636,4813,Q12,it has half the volume of the original block
2637,4801,Q12,it has half the volume of the original block
2640,4838,Q12,it has half the volume of the original block
2643,4831,Q12,it has half the volume of the original block
2645,4835,Q12,it has half the volume of the original block
2646,4826,Q12,it has half the volume of the original block
2648,4829,Q12,it has half the volume of the original block
2649,4837,Q12,it has half the volume of the original block
2651,4846,Q12,it has half the volume of the original block
2652,4847,Q12,it has half the volume of the original block
2654,4850,Q12,it has half the volume of the original block
2655,4581,Q12,it has half the volume of the original block
2656,4849,Q12,it has half the volume of the original block
2657,4845,Q12,it has half the volume of the original block
2658,4848,Q12,it has half the volume of the original block
2659,4839,Q12,it has half the volume of the original block
2660,4857,Q12,it has half the volume of the original block
2661,4856,Q12,it has half the volume of the original block
2662,4842,Q12,it has half the volume of the original block
2663,4852,Q12,it has half the volume of the original block
2664,4752,Q12,it has half the volume of the original block
2665,4859,Q12,it has half the volume of the original block
2666,4871,Q12,it has half the volume of the original block
2667,4873,Q12,it has half the volume of the original block
2668,4858,Q12,it has half the volume of the original block
2669,4874,Q12,it has half the volume of the original block
2670,4863,Q12,it has half the volume of the original block
2671,4864,Q12,it has half the volume of the original block
2674,4869,Q12,it has half the volume of the original block
2675,4862,Q12,it has half the volume of the original block
2676,4870,Q12,it has half the volume of the original block
2677,4868,Q12,it has half the volume of the original block
2678,4861,Q12,it has half the volume of the original block
2681,4899,Q12,it has half the volume of the original block
2683,4879,Q12,it has half the volume of the original block
2684,4883,Q12,it has half the volume of the original block
2685,4919,Q12,it has half the volume of the original block
2686,4879,Q12,it has half the volume of the original block
2687,4913,Q12,it has half the volume of the original block
2688,4897,Q12,it has half the volume of the original block
2689,4911,Q12,it has half the volume of the original block
2690,4904,Q12,it has half the volume of the original block
2691,4895,Q12,it has half the volume of the original block
2692,4910,Q12,it has half the volume of the original block
2693,4901,Q12,it has half the volume of the original block
2694,4884,Q12,it has half the volume of the original block
2696,4917,Q12,it has half the volume of the original block
2697,4924,Q12,it has half the volume of the original block
2698,4908,Q12,it has half the volume of the original block
2699,4900,Q12,it has half the volume of the original block
2700,4922,Q12,it has half the volume of the original block
2701,4906,Q12,it has half the volume of the original block
2702,4899,Q12,it has half the volume of the original block
2703,4885,Q12,it has half the volume of the original block
2704,4914,Q12,it has half the volume of the original block
2706,4903,Q12,it has half the volume of the original block
2707,4902,Q12,it has half the volume of the original block
2708,4909,Q12,it has half the volume of the original block
2709,4912,Q12,it has half the volume of the original block
2710,4926,Q12,it has half the volume of the original block
2711,4886,Q12,it has half the volume of the original block
2712,4907,Q12,it has half the volume of the original block
2713,4888,Q12,it has half the volume of the original block
2714,4896,Q12,it has half the volume of the original block
2715,4927,Q12,it has half the volume of the original block
2716,4878,Q12,it has half the volume of the original block
2718,4880,Q12,it has half the volume of the original block
5991,4420,Q19,"It has half the volume, and half the density of the original block"
5994,4219,Q19,"It has half the volume, and half the density of the original block"
5995,4229,Q19,"It has half the volume, and half the density of the original block"
6000,4226,Q19,"It has half the volume, and half the density of the original block"
6001,4225,Q19,"It has half the volume, and half the density of the original block"
6007,4251,Q19,"It has half the volume, and half the density of the original block"
6012,4263,Q19,"It has half the volume, and half the density of the original block"
6017,4259,Q19,"It has half the volume, and half the density of the original block"
6018,4242,Q19,"It has half the volume, and half the density of the original block"
6020,4282A,Q19,"It has half the volume, and half the density of the original block"
6023,4284,Q19,"It has half the volume, and half the density of the original block"
6024,4292F,Q19,"It has half the volume, and half the density of the original block"
6026,4294F,Q19,"It has half the volume, and half the density of the original block"
6027,4287,Q19,"It has half the volume, and half the density of the original block"
6030,4289,Q19,"It has half the volume, and half the density of the original block"
6035,4270,Q19,"It has half the volume, and half the density of the original block"
6048,4283,Q19,"It has half the volume, and half the density of the original block"
6051,4300,Q19,"It has half the volume, and half the density of the original block"
6053,4303,Q19,"It has half the volume, and half the density of the original block"
6055,4322,Q19,"It has half the volume, and half the density of the original block"
6060,4296,Q19,"It has half the volume, and half the density of the original block"
6061,4308,Q19,"It has half the volume, and half the density of the original block"
6063,4307,Q19,"It has half the volume, and half the density of the original block"
6065,4294,Q19,"It has half the volume, and half the density of the original block"
6066,4299,Q19,"It has half the volume, and half the density of the original block"
6068,4302,Q19,"It has half the volume, and half the density of the original block"
6075,4330,Q19,"It has half the volume, and half the density of the original block"
6077,4343,Q19,"It has half the volume, and half the density of the original block"
6080,4348,Q19,"It has half the volume, and half the density of the original block"
6083,4346,Q19,"It has half the volume, and half the density of the original block"
6085,4339,Q19,"It has half the volume, and half the density of the original block"
6105,4384,Q19,"It has half the volume, and half the density of the original block"
6106,4392,Q19,"It has half the volume, and half the density of the original block"
6107,4380,Q19,"It has half the volume, and half the density of the original block"
6111,4382,Q19,"It has half the volume, and half the density of the original block"
6113,4376,Q19,"It has half the volume, and half the density of the original block"
6114,4404,Q19,"It has half the volume, and half the density of the original block"
6117,4406,Q19,"It has half the volume, and half the density of the original block"
6119,4396,Q19,"It has half the volume, and half the density of the original block"
6121,4399,Q19,"It has half the volume, and half the density of the original block"
6129,4424,Q19,"It has half the volume, and half the density of the original block"
6137,4437,Q19,"It has half the volume, and half the density of the original block"
6151,4459,Q19,"It has half the volume, and half the density of the original block"
6152,4457,Q19,"It has half the volume, and half the density of the original block"
6153,4456,Q19,"It has half the volume, and half the density of the original block"
6156,4460,Q19,"It has half the volume, and half the density of the original block"
6162,4490,Q19,"It has half the volume, and half the density of the original block"
6164,4467,Q19,"It has half the volume, and half the density of the original block"
6166,4507,Q19,"It has half the volume, and half the density of the original block"
6170,4524,Q19,"It has half the volume, and half the density of the original block"
6171,4485,Q19,"It has half the volume, and half the density of the original block"
6172,4476,Q19,"It has half the volume, and half the density of the original block"
6174,4510,Q19,"It has half the volume, and half the density of the original block"
6180,4484,Q19,"It has half the volume, and half the density of the original block"
6185,4514,Q19,"It has half the volume, and half the density of the original block"
6191,4521,Q19,"It has half the volume, and half the density of the original block"
6192,4509,Q19,"It has half the volume, and half the density of the original block"
6194,4499,Q19,"It has half the volume, and half the density of the original block"
6195,4505,Q19,"It has half the volume, and half the density of the original block"
6196,4495,Q19,"It has half the volume, and half the density of the original block"
6198,4292BM,Q19,"It has half the volume, and half the density of the original block"
6205,4326,Q19,"It has half the volume, and half the density of the original block"
6206,4334,Q19,"It has half the volume, and half the density of the original block"
6207,4370,Q19,"It has half the volume, and half the density of the original block"
6209,4345,Q19,"It has half the volume, and half the density of the original block"
6211,4463,Q19,"It has half the volume, and half the density of the original block"
6213,4563,Q19,"It has half the volume, and half the density of the original block"
6218,4573,Q19,"It has half the volume, and half the density of the original block"
6222,4566,Q19,"It has half the volume, and half the density of the original block"
6224,4554,Q19,"It has half the volume, and half the density of the original block"
6226,4553,Q19,"It has half the volume, and half the density of the original block"
6228,4358F,Q19,"It has half the volume, and half the density of the original block"
6232,4543,Q19,"It has half the volume, and half the density of the original block"
6235,4560,Q19,"It has half the volume, and half the density of the original block"
6236,4527,Q19,"It has half the volume, and half the density of the original block"
6240,4545,Q19,"It has half the volume, and half the density of the original block"
6241,4533,Q19,"It has half the volume, and half the density of the original block"
6242,4480,Q19,"It has half the volume, and half the density of the original block"
6244,4381,Q19,"It has half the volume, and half the density of the original block"
6247,4314,Q19,"It has half the volume, and half the density of the original block"
6248,4305,Q19,"It has half the volume, and half the density of the original block"
6251,4316,Q19,"It has half the volume, and half the density of the original block"
6252,4372,Q19,"It has half the volume, and half the density of the original block"
6257,4353F,Q19,"It has half the volume, and half the density of the original block"
6261,4664,Q19,"It has half the volume, and half the density of the original block"
6268,4635,Q19,"It has half the volume, and half the density of the original block"
6272,4665,Q19,"It has half the volume, and half the density of the original block"
6273,4657,Q19,"It has half the volume, and half the density of the original block"
6275,4673,Q19,"It has half the volume, and half the density of the original block"
6281,4646,Q19,"It has half the volume, and half the density of the original block"
6289,4627,Q19,"It has half the volume, and half the density of the original block"
6291,4601,Q19,"It has half the volume, and half the density of the original block"
6293,4608,Q19,"It has half the volume, and half the density of the original block"
6294,4599,Q19,"It has half the volume, and half the density of the original block"
6299,4588,Q19,"It has half the volume, and half the density of the original block"
6303,4585,Q19,"It has half the volume, and half the density of the original block"
6306,4619,Q19,"It has half the volume, and half the density of the original block"
6310,4598,Q19,"It has half the volume, and half the density of the original block"
6311,4663,Q19,"It has half the volume, and half the density of the original block"
6313,4652,Q19,"It has half the volume, and half the density of the original block"
6315,4653,Q19,"It has half the volume, and half the density of the original block"
6318,4667,Q19,"It has half the volume, and half the density of the original block"
6320,4686,Q19,"It has half the volume, and half the density of the original block"
6326,4414,Q19,"It has half the volume, and half the density of the original block"
6328,4464,Q19,"It has half the volume, and half the density of the original block"
6329,4683,Q19,"It has half the volume, and half the density of the original block"
6330,4539,Q19,"It has half the volume, and half the density of the original block"
6332,4657,Q19,"It has half the volume, and half the density of the original block"
6337,4311,Q19,"It has half the volume, and half the density of the original block"
6342,4712,Q19,"It has half the volume, and half the density of the original block"
6344,4691,Q19,"It has half the volume, and half the density of the original block"
6345,4693,Q19,"It has half the volume, and half the density of the original block"
6347,4736,Q19,"It has half the volume, and half the density of the original block"
6348,4771,Q19,"It has half the volume, and half the density of the original block"
6349,4697,Q19,"It has half the volume, and half the density of the original block"
6350,4717,Q19,"It has half the volume, and half the density of the original block"
6355,4718,Q19,"It has half the volume, and half the density of the original block"
6358,4720,Q19,"It has half the volume, and half the density of the original block"
6359,4728,Q19,"It has half the volume, and half the density of the original block"
6360,4606,Q19,"It has half the volume, and half the density of the original block"
6362,4731,Q19,"It has half the volume, and half the density of the original block"
6365,4722,Q19,"It has half the volume, and half the density of the original block"
6367,4604,Q19,"It has half the volume, and half the density of the original block"
6368,4737,Q19,"It has half the volume, and half the density of the original block"
6378,4754B,Q19,"It has half the volume, and half the density of the original block"
6379,4761,Q19,"It has half the volume, and half the density of the original block"
6388,4750,Q19,"It has half the volume, and half the density of the original block"
6391,4743,Q19,"It has half the volume, and half the density of the original block"
6392,4760,Q19,"It has half the volume, and half the density of the original block"
6395,4777,Q19,"It has half the volume, and half the density of the original block"
6398,4773,Q19,"It has half the volume, and half the density of the original block"
